0,1
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-246-s00-00.png,"Mutinous dog , thought the Rev. Edwards , who hadn't"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-016a-s00-01.png,intense realism in the situation .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p02-017-s00-02.png,"miserable , shy , who had sat at the little"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d05-025-s01-00.png,Bacon was at work and Milton was
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c02-022-s01-02.png,crowning indignity the night club is
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g04-088-s00-00.png,We gathered together a splendid Sunday
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-018n-s02-03.png,temperature is high & I have
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a03-050-s00-02.png,"still regard him "" as some sort of cross"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d06-003-s02-02.png,but to a child they are very real .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-122u-s04-00.png,Now in conditions of Tory
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d06-027-s01-04.png,"we face life boldly , many of the shadows are"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n04-031-s01-00.png,"Cheer up . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n03-103-s00-02.png,shoot the craft in under the outer
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-002-s01-01.png,the progress of civilisation which allows a dish
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-000u-s01-03.png,P for Manchester Exchange .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-042o-s01-02.png,"self to be on the point of death ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-000-s02-00.png,The three Services
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p03-121-s06-00.png,You wish you could
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e04-058-s01-01.png,"rigid as possible , for it is on these you will be building"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n04-114-s03-00.png,Am I
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r03-056-s07-02.png,all mortgage companies are money-lenders .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-081b-s00-02.png,herself ; we would be altogether clearer in our
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-000-s00-01.png,in revulsion against the South African
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c02-007-s00-02.png,America .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-081c-s01-02.png,"Mr. Dinsdale Landen , in the longest and most"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f03-191-s02-00.png,And away you go into
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-199-s01-02.png,last summer .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k04-103-s00-03.png,the baths had lost their purpose ; they had become
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-050l-s01-01.png,his symptoms .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g04-077-s00-00.png,Very soon we managed to get a hut in Purley where soldiers
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-050-s06-00.png,He did as he was told .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j01-045-s00-01.png,circuit a corrosion indicator could be a reference
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-117u-s00-01.png,for the sick and needy than Labour had
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-157-s07-00.png,He
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b04-140-s00-00.png,BEFORE the war he urged the British people
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-026b-s03-04.png,the Duke of Wellington .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-101a-s00-04.png,ABSOLUTELY LAUGH ; BUT ALL THE
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-179-s03-00.png,' Meaning no offe-
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-011h-s03-00.png,Vesuvius seems to be tired ; he is
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f04-016-s00-00.png,"Elizabeth had left Hammersmith in the late afternoon ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a06-064-s00-01.png,"anything , rallied support to the Prime Minister ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b03-087-s01-00.png,To this there will be some opposition .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j01-066-s01-04.png,monitoring the oxygen in a sodium circuit .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c02-049-s00-05.png,worst aspects of the American cinema .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-012-s03-00.png,He felt a glow of happiness steal over him .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g03-043-s00-00.png,One of the students was young
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n03-103-s01-02.png,same time dropping the small sheet
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n01-000-s01-03.png,career .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-004-s02-01.png,command structure and central administrative
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-105-s01-01.png,"useful for short-term operations , but are"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e04-114-s00-00.png,"Clean up with the plane ready for the bottom ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j06-034-s01-05.png,various grounds .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-053x-s02-00.png,"He believed he would perform "" outstanding"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d01-060-s01-00.png,But the British text includes
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b02-013-s00-01.png,advocate putting off any approach until
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-094d-s00-06.png,comically grotesque ; they were not
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n04-114-s12-00.png,You 're a married
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j04-053-s01-00.png,The
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c01-014-s00-01.png,is largely a satire on the petty court
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e01-107-s04-00.png,When
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-038-s04-03.png,Germany exports will be made a little dearer .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-026u-s02-02.png,"African Federation , went to Chequers at"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j07-012-s01-02.png,thus developed found ready application on a
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k03-138-s01-01.png,thinking of the African Boycott which is already working up .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-044-s01-03.png,should .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j06-034-s01-02.png,result from active swimming
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-096e-s02-00.png,One hopes that he
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e04-026-s02-00.png,When determining
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-087d-s00-05.png,unredeemable desolation .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k04-099-s02-03.png,reminder of Rome's former greatness .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-063-s02-00.png,A big
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-013-s01-01.png,vinced that the policy initiated in
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n01-020-s00-03.png,gradations of silvery greyness .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p03-135-s01-01.png,"grimly , and tugged her fiercely into his arms ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-067-s01-01.png,"adult was altered to read ' over sixteen ' ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-011r-s05-02.png,"by the soldier - a favourable change in my eye ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-011e-s03-01.png,seems to be tired ; he is going out fast ... .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-090-s00-00.png,""" It is true he made a point of again being absent"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-045g-s00-05.png,"under its founder , the aged Dr. Samuel Hahnemann ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-045f-s00-04.png,"under a doctor who had studied under its founder , the aged Dr."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-047k-s00-00.png,"This remarkable man of medicine , whom Sir"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k04-110-s00-01.png,Lucia might have been the only living
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-084-s03-01.png,"consider the most prominent subject in your letter , the more"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-037-s00-09.png,in the pay of landed Lords .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-053u-s01-02.png,saying the Federal Bureau of Investigation had
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-101-s02-04.png,to be moved ; it must be planted out or
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-083-s00-05.png,for having smashed a large number # to
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-016-s01-01.png,the longbows of yeomen could pierce the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-180-s07-00.png,He waited .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e04-079-s01-01.png,a wooden floor you can use
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j06-030-s01-03.png,known to make daytime
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-047c-s00-01.png,Burdett described to Anglesey a year or two
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e02-117-s00-01.png,have to do their woodwork on the kitchen table .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-076-s00-04.png,"storage facilities are not too good , these"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-038-s01-02.png,constantly referred to him - there were a
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-038-s01-01.png,day called on Mr. Macmillan to cease his
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-007-s02-01.png,Parties of Northern Rhodesia have agreed to
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-007-s01-00.png,Lady-
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-117u-s00-02.png,to make it in 1950 .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f02-020-s00-01.png,which takes place at company expense in a country or
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-079-s02-02.png,right to blame the politicians unless they see
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n04-052-s00-01.png,must have been worth a great deal to the proprietors
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d05-008-s01-01.png,tolerant towards Rome though the Gunpowder Plot
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n04-213-s02-00.png,"His normal placid and steady-going manner remained ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-251-s01-01.png,chocolate .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-042d-s01-02.png,known as homoeopathy had been brought to his notice .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l07-118-s02-00.png,""" She , "" he corrected ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n04-130-s03-00.png,""" The proprietor of the Daily"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e01-014-s00-00.png,We know from the diaries of Samuel Pepys
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-026l-s03-00.png,While he was writing this letter he heard of the fall of the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-029-s02-00.png,Mr. Watkinson and his advisers
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-011b-s01-01.png,enjoyed it as much as his health
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-093-s03-02.png,cupboard .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-097-s01-03.png,Wolverhampton for Britain's technical training to
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-101-s00-00.png,One big advantage of soil blocks is an obvious
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m01-110-s03-00.png,What those interests
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p06-096-s03-02.png,would never betray him .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d01-049-s01-02.png,text of the Gospel .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-090-s00-01.png,and lay the basis for the defeat of the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-137-s02-01.png,"absolutely beastly , and I can't bear to think"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l07-074-s01-00.png,Even if you 're wrong you 'll most certainly be in danger when
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-084a-s01-02.png,"We Fall , by Mr. Paul Ferris , was a morality"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-026h-s01-00.png,It so happens that I have
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l07-131-s00-02.png,good-sized windows .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n02-109-s03-01.png,"dares to stand up to him . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-222-s07-00.png,""" Dinas High Street ? """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-066-s01-01.png,"sent him by post on June 22 , only two or"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-002-s02-03.png,hold forth from a spear the welcome gobbet of
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l07-172-s02-00.png,The river was crowded
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-074-s03-01.png,merchants who could tempt court and
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-089-s03-00.png,It is to be hoped that the UN will be
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-027-s05-00.png,"He was here , near the railway station , three or"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-049-s01-01.png,"by another Southern Senator - Willis Robertson ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l01-143-s02-01.png,Mag have the two upstairs rooms
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-063-s03-01.png,that this is money due to America
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-018o-s00-01.png,"sent Pearl back to England , and returned"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-037p-s03-00.png,None of the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n04-183-s02-01.png,Bawley .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p03-012-s01-01.png,less I was a Scot and wanting to get
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f04-028-s02-02.png,"attacked for the sake of robbery , they did not"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-144-s03-02.png,V part .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f04-016-s02-02.png,had bought a railway ticket .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m06-098-s06-02.png,of an afternoon that would somewhere lead to
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h02-040-s01-00.png,Before deciding on
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f04-024-s02-00.png,"The murder weapon , more than likely ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-072u-s00-01.png,America's dollar reserves .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-032b-s02-00.png,They considered flowers as forming a very
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-028a-s00-05.png,to guess what repentance and unrepentance
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-089-s01-01.png,"Cowper , for instance , told Princess Lieven on"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-003u-s00-00.png,Though they may gather some Left-wing
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p02-144-s00-01.png,"and going to marry a foreigner ... """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n01-020-s01-02.png,"below , was not recognisable among the host"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-012-s00-00.png,"Yes , the bus set out from Dinas ."
